Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
653,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
328,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
1178,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2315,TRUE,TRUE,,,,
3007,TRUE,TRUE,,,,
1778,TRUE,TRUE,,,,
3111,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
3750,TRUE,TRUE,,,,
3262,TRUE,TRUE,,,,
2962,TRUE,TRUE,,,,
1645,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2231,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2154,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
3730,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2350,TRUE,TRUE,,,,
2373,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
3650,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
3607,TRUE,TRUE,,,,
2788,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
3998,TRUE,TRUE,,,,
3784,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2689,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
2831,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
255,TRUE,TRUE,,,,
601,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
3583,TRUE,TRUE,,,,
3122,TRUE,TRUE,,,,
2658,TRUE,TRUE,,,,
2131,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
3680,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
637,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1747,TRUE,TRUE,,,,
2267,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1752,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1634,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
3247,TRUE,TRUE,,,,
2328,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
3436,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1997,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
2502,TRUE,TRUE,,,,
1582,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
3217,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3407,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
3323,TRUE,TRUE,,,,
1044,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
3936,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
2044,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
3635,TRUE,TRUE,,,,
3001,TRUE,TRUE,,,,
2658,TRUE,TRUE,,,,
3615,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1582,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
2895,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
3921,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1894,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
2840,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1681,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
2141,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
2283,TRUE,TRUE,,,,
3959,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
876,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
3920,TRUE,TRUE,,,,
1603,TRUE,TRUE,,,,
3288,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1276,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
840,TRUE,TRUE,,,,
171,TRUE,TRUE,,,,
171,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
1671,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
916,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
2300,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
855,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1061,TRUE,TRUE,,,,
1332,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
1999,TRUE,TRUE,,,,
3614,TRUE,TRUE,,,,
3727,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1569,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
3412,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
3601,TRUE,TRUE,,,,
1885,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
2329,TRUE,TRUE,,,,
749,TRUE,TRUE,,,,
749,TRUE,TRUE,,,,
749,TRUE,TRUE,,,,
749,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1088,TRUE,TRUE,,,,
1465,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
3964,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
878,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
2542,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
735,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
1205,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
995,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
1345,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2845,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2860,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1344,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1187,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1587,TRUE,TRUE,,,,
1026,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
288,TRUE,TRUE,,,,
472,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1080,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
795,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
849,TRUE,TRUE,,,,
928,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1119,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
349,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
1788,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2973,TRUE,TRUE,,,,
3846,TRUE,TRUE,,,,
1606,TRUE,TRUE,,,,
3978,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2436,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2889,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
1548,TRUE,TRUE,,,,
2563,TRUE,TRUE,,,,
3531,TRUE,TRUE,,,,
3122,TRUE,TRUE,,,,
2083,TRUE,TRUE,,,,
3277,TRUE,TRUE,,,,
1672,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2444,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2311,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
202,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2927,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
3218,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2092,TRUE,TRUE,,,,
2286,TRUE,TRUE,,,,
2250,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
3036,TRUE,TRUE,,,,
3776,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
3528,TRUE,TRUE,,,,
3572,TRUE,TRUE,,,,
2451,TRUE,TRUE,,,,
3557,TRUE,TRUE,,,,
2573,TRUE,TRUE,,,,
3305,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
2242,TRUE,TRUE,,,,
3966,TRUE,TRUE,,,,
251,TRUE,TRUE,,,,
1754,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
1581,TRUE,TRUE,,,,
1688,TRUE,TRUE,,,,
1946,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
1668,TRUE,TRUE,,,,
1630,TRUE,TRUE,,,,
2013,TRUE,TRUE,,,,
3622,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
2767,TRUE,TRUE,,,,
2287,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
2080,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
2850,TRUE,TRUE,,,,
3301,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
3785,TRUE,TRUE,,,,
3788,TRUE,TRUE,,,,
1525,TRUE,TRUE,,,,
1750,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
3307,TRUE,TRUE,,,,
3872,TRUE,TRUE,,,,
2154,TRUE,TRUE,,,,
2386,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
3093,TRUE,TRUE,,,,
3743,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
2411,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2829,TRUE,TRUE,,,,
1705,TRUE,TRUE,,,,
2951,TRUE,TRUE,,,,
1922,TRUE,TRUE,,,,
3575,TRUE,TRUE,,,,
1601,TRUE,TRUE,,,,
1696,TRUE,TRUE,,,,
3936,TRUE,TRUE,,,,
3612,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
3275,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
2888,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
1510,TRUE,TRUE,,,,
3612,TRUE,TRUE,,,,
2318,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3836,TRUE,TRUE,,,,
3503,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
1849,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
3346,TRUE,TRUE,,,,
2694,TRUE,TRUE,,,,
3423,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
1955,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
3093,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
1835,TRUE,TRUE,,,,
3882,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
3463,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2688,TRUE,TRUE,,,,
2919,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3201,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
1905,TRUE,TRUE,,,,
1774,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
2086,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
2345,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2492,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
2979,TRUE,TRUE,,,,
2155,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
2357,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2679,TRUE,TRUE,,,,
3784,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3587,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
3447,TRUE,TRUE,,,,
2217,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
3446,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2101,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
3620,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
3820,TRUE,TRUE,,,,
251,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
1811,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
